#Monitoring-Site	Remote-Site	?	Oct2014	Sep2014	Aug2014	Jul2014	Jun2014	May2014	Apr2014	Mar2014	Feb2014	Jan2014	Dec2013	Nov2013	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
EDU.SLAC.STANFORD.N3	LB.UPA.EDU	?r	207.803	214.071	208.419	209.549	210.849	209.450	210.752	211.675	214.641	214.444	.	.	pinger.slac.stanford.edu	EDU	North_America	www.upa.edu.lb	LB	Middle_East
EDU.SLAC.STANFORD.N3	LI.LLV.N1	?r	189.053	187.760	185.995	186.917	186.752	190.744	190.417	186.817	189.192	206.546	199.214	193.958	pinger.slac.stanford.edu	EDU	North_America	193.222.119.6	LI	Europe
EDU.SLAC.STANFORD.N3	LK.AC.N1	?r	295.475	306.017	297.773	303.090	305.886	300.961	301.031	296.582	303.589	302.923	303.617	301.265	pinger.slac.stanford.edu	EDU	North_America	www.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LK.IFS.AC.N1	?r	306.270	312.512	302.806	308.458	322.823	463.440	579.036	459.267	460.825	493.912	476.744	473.180	pinger.slac.stanford.edu	EDU	North_America	www.ifs.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LK.LEARN.AC.N1	?B	296.133	305.962	299.023	303.795	304.392	304.407	303.301	297.240	303.666	300.110	301.325	307.188	pinger.slac.stanford.edu	EDU	North_America	namunu.learn.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LK.LEARN.AC.N2	?M	295.954	305.993	297.833	303.085	305.977	301.011	300.971	296.342	303.005	302.956	303.264	301.125	pinger.slac.stanford.edu	EDU	North_America	hunnas.learn.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LK.PGIA.AC.N1	?r	.	.	.	.	320.358	369.611	422.578	446.880	408.042	616.862	554.071	474.652	pinger.slac.stanford.edu	EDU	North_America	www.pgia.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LK.RUH.AC.N1	?r	300.050	309.617	301.696	306.870	309.062	304.532	304.637	300.120	306.684	306.304	306.966	305.098	pinger.slac.stanford.edu	EDU	North_America	www.ruh.ac.lk	LK	South_Asia
EDU.SLAC.STANFORD.N3	LR.GOV.N1	?B	887.537	834.919	811.347	903.115	865.311	858.942	871.587	855.571	887.856	892.114	899.970	895.160	pinger.slac.stanford.edu	EDU	North_America	www.lbr.gov.lr	LR	Africa
EDU.SLAC.STANFORD.N3	LR.LIBTELCO.WWW	?B	.	311.340	301.114	286.209	.	.	.	.	.	.	.	.	pinger.slac.stanford.edu	EDU	North_America	www.libtelco.com.lr	LR	Africa
EDU.SLAC.STANFORD.N3	LS.LEO.CO.N1	?r	334.185	339.932	332.782	335.470	342.421	332.900	333.674	326.389	326.652	348.835	342.176	358.200	pinger.slac.stanford.edu	EDU	North_America	www.leo.co.ls	LS	Africa
EDU.SLAC.STANFORD.N3	LS.LESOTHO.GOV.N1	?B	336.433	343.442	336.837	338.439	346.311	338.908	337.003	328.866	328.139	354.102	378.493	360.806	pinger.slac.stanford.edu	EDU	North_America	www.lesotho.gov.ls	LS	Africa
EDU.SLAC.STANFORD.N3	LT.MII.N1	?B	192.877	197.972	193.819	204.405	207.692	203.097	204.684	208.365	209.103	202.608	210.065	215.549	pinger.slac.stanford.edu	EDU	North_America	julius.ktl.mii.lt	LT	Europe
EDU.SLAC.STANFORD.N3	LT.WEB0.KIS.N1	?r	185.627	187.424	180.556	178.813	180.258	179.505	178.897	185.666	212.123	190.831	205.412	197.152	pinger.slac.stanford.edu	EDU	North_America	speedtest.kis.lt	LT	Europe
EDU.SLAC.STANFORD.N3	LU.RESTENA.N1	?r	190.665	182.768	189.027	193.013	200.051	195.231	186.692	183.148	182.158	186.670	186.791	187.060	pinger.slac.stanford.edu	EDU	North_America	ns1.restena.lu	LU	Europe
EDU.SLAC.STANFORD.N3	LV.WEB-A-LVDATS.N1	?B	190.188	194.150	184.266	185.850	188.834	185.664	197.490	197.685	234.642	235.493	224.518	216.881	pinger.slac.stanford.edu	EDU	North_America	web-a.lvdats.lv	LV	Europe
EDU.SLAC.STANFORD.N3	LY.AERODEPT.EDU.N1	?r	348.400	250.082	245.638	209.179	210.856	204.376	204.042	241.217	243.368	268.747	264.983	233.452	pinger.slac.stanford.edu	EDU	North_America	www.aerodept.edu.ly	LY	Africa
EDU.SLAC.STANFORD.N3	LY.LIBYANA.N1	?r	350.775	257.040	253.707	211.480	212.180	206.446	205.985	242.636	247.052	269.652	258.330	234.881	pinger.slac.stanford.edu	EDU	North_America	www.libyana.ly	LY	Africa
EDU.SLAC.STANFORD.N3	LY.LTTNET.NET	?B	353.188	255.700	251.357	211.209	213.529	211.788	209.011	242.148	250.899	259.502	261.899	233.782	pinger.slac.stanford.edu	EDU	North_America	mail.lttnet.net	NET	Africa
EDU.SLAC.STANFORD.N3	LY.NOCLIBYA.COM.N1	?r	355.506	249.151	242.415	211.888	207.174	203.864	210.398	241.740	237.801	256.198	266.978	249.088	pinger.slac.stanford.edu	EDU	North_America	www.noclibya.com.ly	LY	Africa
EDU.SLAC.STANFORD.N3	MA.AGPE.N1	?B	196.824	196.459	196.650	197.662	196.663	197.759	199.426	198.353	196.427	194.284	192.000	190.704	pinger.slac.stanford.edu	EDU	North_America	www.agpe.ma	MA	Africa
EDU.SLAC.STANFORD.N3	MA.AUI	?r	302.039	305.355	204.250	201.608	203.012	214.393	245.650	248.046	228.934	215.513	235.241	291.369	pinger.slac.stanford.edu	EDU	North_America	www.aui.ma	MA	Africa
EDU.SLAC.STANFORD.N3	MA.FSJESR.AC.N1	?r	198.747	201.690	199.530	201.823	200.934	206.790	214.572	208.278	268.571	208.784	193.561	193.978	pinger.slac.stanford.edu	EDU	North_America	www.fsjesr.ac.ma	MA	Africa
EDU.SLAC.STANFORD.N3	MA.UCD.AC.N1	?r	.	.	.	.	.	.	209.364	210.838	255.005	207.521	188.134	193.098	pinger.slac.stanford.edu	EDU	North_America	www.ucd.ac.ma	MA	Africa
EDU.SLAC.STANFORD.N3	MD.ASM.N2	?r	.	.	.	.	.	.	213.023	219.110	245.941	228.502	237.418	225.218	pinger.slac.stanford.edu	EDU	North_America	www.asm.md	MD	Balkans
EDU.SLAC.STANFORD.N3	MD.STARNET.N1	?r	155.512	156.620	149.817	152.754	150.056	150.795	156.485	153.709	149.593	151.098	155.036	154.130	pinger.slac.stanford.edu	EDU	North_America	speedtest.starnet.md	MD	Balkans
EDU.SLAC.STANFORD.N3	ME.CNP.N1	?r	.	190.774	.	.	.	190.813	200.056	199.518	199.377	197.223	192.847	191.516	pinger.slac.stanford.edu	EDU	North_America	www.cnp.me	ME	Balkans
EDU.SLAC.STANFORD.N3	MG.CNAPS	?r	412.471	425.578	415.721	425.311	424.853	414.275	425.258	445.581	449.884	444.821	439.425	419.023	pinger.slac.stanford.edu	EDU	North_America	www.cnaps.mg	MG	Africa
EDU.SLAC.STANFORD.N3	MG.FID	?B	364.847	359.852	352.184	362.316	355.286	348.025	358.697	355.463	360.597	377.683	391.393	371.401	pinger.slac.stanford.edu	EDU	North_America	www.fid.mg	MG	Africa
EDU.SLAC.STANFORD.N3	MG.UNIV-MAHAJANGA.N1	?r	.	.	.	.	.	.	.	.	.	389.530	418.173	399.268	pinger.slac.stanford.edu	EDU	North_America	www.univ-mahajanga.mg	MG	Africa
EDU.SLAC.STANFORD.N3	MK.MARNET.N1	?r	217.243	210.266	215.105	205.499	202.046	200.153	201.875	200.991	198.432	201.530	204.815	207.426	pinger.slac.stanford.edu	EDU	North_America	kitka.marnet.net.mk	MK	Balkans
EDU.SLAC.STANFORD.N3	MK.NET.N1	?B	200.241	205.768	195.149	195.622	203.497	193.893	192.518	201.641	234.085	215.491	222.082	209.941	pinger.slac.stanford.edu	EDU	North_America	www.mt.net.mk	MK	Balkans
EDU.SLAC.STANFORD.N3	ML.ADPF.ORG.N1	?r	.	.	.	.	.	.	.	.	233.525	250.069	248.886	258.511	pinger.slac.stanford.edu	EDU	North_America	www.apdf.org.ml	ML	Africa
EDU.SLAC.STANFORD.N3	ML.ORG.REFER.N1	?B	236.780	250.735	247.764	245.890	250.057	249.522	246.185	239.089	248.735	242.912	243.219	244.720	pinger.slac.stanford.edu	EDU	North_America	www.ml.refer.org	ORG	Africa
EDU.SLAC.STANFORD.N3	ML.ORNGEMALI.NET.N1	?r	214.808	227.313	224.917	226.609	231.729	226.937	222.303	216.559	219.023	213.839	212.627	213.578	pinger.slac.stanford.edu	EDU	North_America	speedtest.orangemali.net	NET	Africa
EDU.SLAC.STANFORD.N3	MM.CBBANK.WWW	?B	239.858	243.437	234.005	244.901	221.377	236.467	242.653	249.157	245.731	250.647	.	.	pinger.slac.stanford.edu	EDU	North_America	www.cbbank.com.mm	MM	S.E._Asia
EDU.SLAC.STANFORD.N3	MM.UCSY.EDU	?r	.	.	.	251.912	.	.	.	.	250.915	253.031	.	.	pinger.slac.stanford.edu	EDU	North_America	www.ucsy.edu.mm	MM	S.E._Asia
EDU.SLAC.STANFORD.N3	MN.MAGIC.N1	?B	224.959	214.172	197.664	200.508	236.397	266.644	226.370	231.232	225.057	226.324	238.013	239.953	pinger.slac.stanford.edu	EDU	North_America	magic.mn	MN	Central_Asia
EDU.SLAC.STANFORD.N3	MR.ADU.N1	?r	.	246.984	242.282	277.109	273.511	279.217	280.519	286.621	307.594	303.595	284.396	266.998	pinger.slac.stanford.edu	EDU	North_America	www.adu.mr	MR	Africa
EDU.SLAC.STANFORD.N3	MR.AFE.N1	?B	253.356	284.044	369.979	441.455	441.262	483.578	500.484	447.849	395.556	369.958	374.787	437.395	pinger.slac.stanford.edu	EDU	North_America	www.afe.mr	MR	Africa
EDU.SLAC.STANFORD.N3	MR.NIC.N2	?r	255.718	287.339	362.551	433.864	429.828	482.728	494.076	449.411	401.147	377.661	371.346	435.315	pinger.slac.stanford.edu	EDU	North_America	www.nic.mr	MR	Africa
EDU.SLAC.STANFORD.N3	MU.NOMAD.N1	?r	425.206	443.688	379.046	379.710	373.361	372.675	378.884	375.201	376.853	398.944	413.112	407.842	pinger.slac.stanford.edu	EDU	North_America	www.nomad.mu	MU	Africa
EDU.SLAC.STANFORD.N3	MU.UTM.AC.N1	?B	371.425	341.414	367.330	347.259	345.161	382.557	334.895	484.118	697.021	905.235	400.657	427.435	pinger.slac.stanford.edu	EDU	North_America	www.utm.ac.mu	MU	Africa
EDU.SLAC.STANFORD.N3	MV.AVIAINFO.GOV.WWW	?r	269.292	276.487	.	.	.	.	.	.	.	.	.	.	pinger.slac.stanford.edu	EDU	North_America	www.aviainfo.gov.mv	MV	South_Asia
EDU.SLAC.STANFORD.N3	MV.CUSTOMS.GOV.N1	?r	332.609	369.283	365.119	359.247	339.724	344.073	337.439	333.629	330.998	319.057	326.337	321.738	pinger.slac.stanford.edu	EDU	North_America	www.customs.gov.mv	MV	South_Asia
EDU.SLAC.STANFORD.N3	MV.HEALTH.GOV.N1	?r	.	.	.	.	.	.	.	314.434	337.291	.	.	.	pinger.slac.stanford.edu	EDU	North_America	www.health.gov.mv	MV	South_Asia
EDU.SLAC.STANFORD.N3	MV.MAJEEDIYAA.EDU.WWW	?r	269.178	275.912	.	.	.	.	.	.	.	.	.	.	pinger.slac.stanford.edu	EDU	North_America	www.majeediyya.edu.mv	MV	South_Asia
EDU.SLAC.STANFORD.N3	MW.KCN.UNIMA.N1	?B	356.430	366.132	334.953	339.758	348.359	375.244	435.934	379.816	354.327	343.016	577.065	518.668	pinger.slac.stanford.edu	EDU	North_America	www.kcn.unima.mw	MW	Africa
EDU.SLAC.STANFORD.N3	MX.CUDI.EDU.N1	?r	204.505	162.736	116.952	108.322	117.974	94.858	93.734	103.694	146.845	146.029	125.140	130.557	pinger.slac.stanford.edu	EDU	North_America	www.cudi.edu.mx	MX	Latin_America
EDU.SLAC.STANFORD.N3	MX.UIA.N1	?B	96.078	92.240	85.893	88.407	94.736	99.890	91.738	89.598	93.772	90.697	89.479	97.384	pinger.slac.stanford.edu	EDU	North_America	www.uia.mx	MX	Latin_America
EDU.SLAC.STANFORD.N3	MY.BTU.UPM.EDU.N1	?r	241.918	251.408	243.511	241.686	243.546	251.836	363.909	409.914	372.556	.	301.782	288.566	pinger.slac.stanford.edu	EDU	North_America	www.btu.upm.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.DATAKL.COM.N1	?r	186.720	190.670	186.594	193.939	191.974	188.510	185.888	185.823	186.137	194.783	188.726	190.820	pinger.slac.stanford.edu	EDU	North_America	datakl.com	COM	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MAHSA.EDU.N1	?r	212.234	205.579	204.509	205.867	205.401	201.707	204.675	201.091	205.091	204.874	203.064	200.413	pinger.slac.stanford.edu	EDU	North_America	www.mahsa.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MAXIS.COM.N1	?r	196.156	199.523	192.292	191.919	197.134	201.794	191.983	191.159	192.649	194.096	197.455	197.810	pinger.slac.stanford.edu	EDU	North_America	www.maxis.com.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MIMOS.N1	?r	200.290	205.882	197.108	195.240	195.622	203.100	194.834	201.129	208.806	195.384	206.529	199.796	pinger.slac.stanford.edu	EDU	North_America	www.mimos.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MIU.EDU.N1	?r	182.093	225.273	183.801	184.573	202.048	182.410	181.674	178.475	185.493	182.299	186.828	182.827	pinger.slac.stanford.edu	EDU	North_America	www.miu.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MMU.EDU.N1	?r	226.336	236.563	218.621	212.644	217.269	210.905	212.764	215.581	210.988	211.226	224.010	215.834	pinger.slac.stanford.edu	EDU	North_America	www.mmu.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MONASH.EDU.N1	?r	202.360	210.463	202.572	203.948	203.708	203.257	197.981	199.895	204.627	204.344	205.424	206.997	pinger.slac.stanford.edu	EDU	North_America	www.monash.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.MYREN.N1	?r	200.289	208.568	201.151	201.092	200.752	204.359	202.714	203.009	206.580	202.853	203.879	205.656	pinger.slac.stanford.edu	EDU	North_America	www.myren.net.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.OCESB.COM.N2	?r	189.918	192.803	190.846	196.866	191.388	194.237	193.118	183.433	184.336	197.925	191.969	189.801	pinger.slac.stanford.edu	EDU	North_America	www.ocesb.com.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.SABAH.COM.N1	?r	232.309	245.391	240.840	238.495	240.619	242.567	235.114	229.830	240.762	240.361	237.971	231.476	pinger.slac.stanford.edu	EDU	North_America	www.sabah.com.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.TM.COM.N1	?r	235.617	237.943	225.384	226.479	233.650	227.466	225.884	228.737	232.327	232.154	233.797	234.331	pinger.slac.stanford.edu	EDU	North_America	58.26.240.61	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UM.EDU.N1	?r	213.341	216.477	202.184	198.611	197.073	201.569	201.127	297.764	218.489	203.997	204.928	249.557	pinger.slac.stanford.edu	EDU	North_America	www.um.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UM.PINGER	?M	197.656	205.113	211.137	201.129	208.969	207.419	203.519	288.939	219.131	204.059	205.654	248.589	pinger.slac.stanford.edu	EDU	North_America	pinger.fsktm.um.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UMK.EDU.N1	?r	227.801	234.058	217.668	219.273	218.791	218.964	218.211	217.988	216.898	217.570	219.739	.	pinger.slac.stanford.edu	EDU	North_America	www.umk.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UMP.EDU	?r	.	.	.	.	.	.	.	208.631	214.444	214.835	215.647	.	pinger.slac.stanford.edu	EDU	North_America	www.ump.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UMT.EDU.N1	?r	212.667	219.614	209.470	210.125	210.986	210.028	218.664	221.250	220.269	218.918	218.343	.	pinger.slac.stanford.edu	EDU	North_America	www.umt.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UNIKL.EDU.N1	?r	194.982	200.910	197.377	191.373	193.279	196.479	191.992	190.989	192.564	190.110	193.432	195.313	pinger.slac.stanford.edu	EDU	North_America	www.unikl.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UNIMAS.N1	?r	220.962	233.019	223.277	220.136	235.415	247.685	243.582	254.781	234.927	236.246	233.577	228.786	pinger.slac.stanford.edu	EDU	North_America	www.unimas.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UNIMAS.N4	?M	220.474	237.504	223.675	220.675	235.893	252.879	245.232	256.631	257.494	255.226	246.440	244.201	pinger.slac.stanford.edu	EDU	North_America	pinger.unimas.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UNIMAS.RASPBERRY	?M	221.242	233.959	224.922	.	.	.	.	.	.	.	.	227.892	pinger.slac.stanford.edu	EDU	North_America	pinger2.unimas.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UNISZA.EDU.N1	?r	209.014	214.599	210.741	211.349	210.396	211.488	209.589	207.635	211.879	212.489	216.899	219.684	pinger.slac.stanford.edu	EDU	North_America	www.unisza.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UPM.EDU.N1	?r	195.435	186.760	189.027	186.257	182.721	190.271	184.266	187.129	192.567	187.829	196.368	203.994	pinger.slac.stanford.edu	EDU	North_America	www.upm.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UPNM.EDU.N1	?r	215.288	210.777	207.246	207.997	207.839	210.595	233.869	209.199	206.223	206.073	207.516	209.342	pinger.slac.stanford.edu	EDU	North_America	www.upnm.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UPSI.EDU.N1	?r	197.442	194.150	196.748	194.686	195.555	197.068	194.411	195.215	205.346	199.265	199.554	199.316	pinger.slac.stanford.edu	EDU	North_America	www.upsi.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.USIM.EDU.N1	?r	205.637	211.692	205.237	205.653	205.505	202.312	209.237	200.937	212.050	202.919	208.112	210.587	pinger.slac.stanford.edu	EDU	North_America	www.usim.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UTAR.EDU.N1	?r	198.027	205.038	199.304	198.547	199.863	197.026	195.826	195.587	195.305	197.494	201.325	202.652	pinger.slac.stanford.edu	EDU	North_America	www.utar.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UTEM.EDU.N1	?r	217.801	220.302	207.471	208.561	216.221	218.008	214.567	220.891	207.503	207.024	209.735	220.998	pinger.slac.stanford.edu	EDU	North_America	www.utem.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UTM.N1	?r	210.944	243.300	211.978	215.852	251.057	235.291	215.048	310.174	339.650	233.903	.	.	pinger.slac.stanford.edu	EDU	North_America	www.utm.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UTM.PINGER	?M	212.685	246.196	212.325	216.179	217.817	259.185	216.197	330.496	346.741	233.442	.	.	pinger.slac.stanford.edu	EDU	North_America	pinger.fsksm.utm.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UTP.EDU.N1	?r	214.913	223.197	210.325	211.010	213.681	214.325	213.382	213.337	214.021	213.962	213.839	213.668	pinger.slac.stanford.edu	EDU	North_America	www.utp.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MY.UUM.EDU.PINGER	?M	199.144	237.051	191.234	.	.	.	.	.	.	.	.	.	pinger.slac.stanford.edu	EDU	North_America	pinger.uum.edu.my	MY	S.E._Asia
EDU.SLAC.STANFORD.N3	MZ.UEM.N1	?B	328.405	339.296	334.330	341.851	332.252	332.797	332.714	320.462	322.293	342.078	361.321	403.520	pinger.slac.stanford.edu	EDU	North_America	www.uem.mz	MZ	Africa
EDU.SLAC.STANFORD.N3	NA.ADSL-ISP.COM.N1	?r	.	.	.	.	.	.	316.407	316.878	321.667	323.044	327.351	335.638	pinger.slac.stanford.edu	EDU	North_America	www.adsl.com.na	NA	Africa
EDU.SLAC.STANFORD.N3	NA.AGRINAMIBIA.COM.N1	?B	346.637	347.030	349.852	334.654	332.786	331.916	330.556	348.098	328.605	328.698	322.792	334.731	pinger.slac.stanford.edu	EDU	North_America	www.agrinamibia.com.na	NA	Africa
EDU.SLAC.STANFORD.N3	NA.BIDVESTNAMIBIA.COM	?r	351.161	345.147	340.854	336.491	339.848	338.347	330.146	328.214	332.678	329.294	332.952	355.509	pinger.slac.stanford.edu	EDU	North_America	www.bidvestnamibia.com.na	NA	Africa
EDU.SLAC.STANFORD.N3	NA.BRAHMAN.IWAY	?r	344.755	347.823	348.234	350.632	331.019	329.123	331.310	343.457	328.401	333.834	325.844	332.460	pinger.slac.stanford.edu	EDU	North_America	www.brahman.iway.na	NA	Africa
EDU.SLAC.STANFORD.N3	NA.GIJIMA.COM	?r	348.127	346.960	359.747	340.139	329.438	328.735	331.726	357.014	331.137	333.918	326.917	331.832	pinger.slac.stanford.edu	EDU	North_America	www.gijima.com.na	NA	Africa
EDU.SLAC.STANFORD.N3	NA.MME.GOV.N1	?r	.	.	.	.	.	.	.	.	.	323.358	315.960	330.716	pinger.slac.stanford.edu	EDU	North_America	www.mme.gov.na	NA	Africa
EDU.SLAC.STANFORD.N3	NE.ACMAD.N1	?r	2244.535	.	.	825.831	574.672	1074.090	1244.631	1163.737	1301.230	1230.351	944.817	1691.786	pinger.slac.stanford.edu	EDU	North_America	www.acmad.ne	NE	Africa
EDU.SLAC.STANFORD.N3	NE.ASSEMBLEE.NE	?r	708.626	706.730	714.372	732.196	717.095	714.766	721.216	723.376	734.993	746.560	728.370	753.988	pinger.slac.stanford.edu	EDU	North_America	www.assemblee.ne	NE	Africa
EDU.SLAC.STANFORD.N3	NE.STA.N1	?B	259.660	279.448	283.612	317.861	303.914	269.801	283.462	262.017	264.757	279.800	274.826	279.568	pinger.slac.stanford.edu	EDU	North_America	www.sta.ne	NE	Africa
EDU.SLAC.STANFORD.N3	NET.AMPATH.N2	?M	94.459	97.311	98.692	98.636	95.767	95.926	92.155	128.184	99.486	92.254	92.580	93.045	pinger.slac.stanford.edu	EDU	North_America	ultralog.ampath.net	NET	North_America
EDU.SLAC.STANFORD.N3	NET.ES.N1	?r	3.893	3.658	2.832	2.951	2.824	2.859	2.795	2.732	2.824	3.038	3.145	3.300	pinger.slac.stanford.edu	EDU	North_America	ns1.es.net	NET	North_America
EDU.SLAC.STANFORD.N3	NET.NETGATE.N1	?r	4.856	4.025	3.921	2.839	2.640	2.590	2.747	2.813	2.691	2.835	2.866	3.107	pinger.slac.stanford.edu	EDU	North_America	netgate.net	NET	North_America
EDU.SLAC.STANFORD.N3	NET.ROOT-SERVERS.N1	?r	10.944	10.972	9.953	9.980	10.030	9.943	10.022	9.961	10.339	11.149	11.271	12.082	pinger.slac.stanford.edu	EDU	North_America	b.root-servers.net	NET	North_America
EDU.SLAC.STANFORD.N3	NET.ROOT-SERVERS.N3	?r	.	.	65.822	64.783	.	.	.	.	64.771	70.373	.	.	pinger.slac.stanford.edu	EDU	North_America	d.root-servers.net	NET	North_America
EDU.SLAC.STANFORD.N3	NET.TWAREN.N1	?r	.	.	.	.	.	.	.	197.298	196.191	200.085	200.297	257.582	pinger.slac.stanford.edu	EDU	North_America	iepmbw.twaren.net	NET	East_Asia
EDU.SLAC.STANFORD.N3	NET.UHNET.N1	?r	66.737	69.372	74.884	74.688	.	.	.	.	.	.	.	.	pinger.slac.stanford.edu	EDU	North_America	uhmanoa-tp.ps.uhnet.net	NET	North_America
EDU.SLAC.STANFORD.N3	NG.ABU.EDU.N1	?r	.	.	.	.	.	.	.	265.085	293.565	292.375	325.454	273.784	pinger.slac.stanford.edu	EDU	North_America	www.abu.edu.ng	NG	Africa
EDU.SLAC.STANFORD.N3	NG.AUN.EDU	?r	292.419	304.133	289.620	281.747	291.679	283.223	259.413	261.824	263.312	259.358	260.413	261.353	pinger.slac.stanford.edu	EDU	North_America	www.aun.edu.ng	NG	Africa
EDU.SLAC.STANFORD.N3	NG.BABCOCK.EDU.N1	?r	273.690	253.647	244.051	244.308	253.321	246.123	246.956	246.417	249.650	258.066	272.560	263.440	pinger.slac.stanford.edu	EDU	North_America	www.babcock.edu.ng	NG	Africa
EDU.SLAC.STANFORD.N3	NG.BENUESTATE.GOV	?r	.	.	.	.	.	.	.	.	.	.	259.931	267.901	pinger.slac.stanford.edu	EDU	North_America	www.benuestate.gov.ng	NG	Africa
EDU.SLAC.STANFORD.N3	NG.UNILAG.EDU.N1	?B	236.816	235.542	235.545	234.808	234.115	234.145	234.235	234.024	233.900	239.126	239.073	238.194	pinger.slac.stanford.edu	EDU	North_America	www.unilag.edu.ng	NG	Africa
EDU.SLAC.STANFORD.N3	NI.AMNETDATOS.COM.N1	?r	139.339	139.066	131.708	127.899	116.062	112.906	110.782	110.695	115.391	118.419	114.613	114.268	pinger.slac.stanford.edu	EDU	North_America	speedtest.amnetdatos.com.ni	NI	Latin_America
EDU.SLAC.STANFORD.N3	NI.ANS.EDU	?r	.	.	149.060	.	.	.	.	132.018	116.210	113.764	113.249	117.786	pinger.slac.stanford.edu	EDU	North_America	www.ans.edu.ni	NI	Latin_America
EDU.SLAC.STANFORD.N3	NI.COM.TRANSEXPRESS.N1	?r	.	.	.	.	.	.	.	.	113.074	112.570	112.350	114.452	pinger.slac.stanford.edu	EDU	North_America	transexpress.com.ni	NI	Latin_America
EDU.SLAC.STANFORD.N3	NI.ORG.CEPAD.N1	?r	.	.	.	.	.	130.150	129.025	134.623	158.301	138.762	158.371	159.726	pinger.slac.stanford.edu	EDU	North_America	cepad.org.ni	NI	Latin_America
EDU.SLAC.STANFORD.N3	NL.NIKHEF.N1	?B	167.279	165.991	162.418	161.525	.	158.362	152.360	154.649	154.700	154.826	155.124	155.853	pinger.slac.stanford.edu	EDU	North_America	www.nikhef.nl	NL	Europe
EDU.SLAC.STANFORD.N3	NO.FYLLINGENFOTBALL.N1	?r	178.520	184.552	174.896	173.137	180.149	174.221	177.362	185.457	208.466	188.255	179.557	183.056	pinger.slac.stanford.edu	EDU	North_America	fyllingenfotball.no	NO	Europe
EDU.SLAC.STANFORD.N3	NO.GBPS.N1	?r	177.399	172.344	170.366	170.308	168.766	168.974	170.204	168.148	173.624	183.947	175.255	174.980	pinger.slac.stanford.edu	EDU	North_America	gbps.no	NO	Europe
EDU.SLAC.STANFORD.N3	NO.GJERRIGKNARKEN.N1	?r	180.061	183.545	181.714	174.543	177.281	179.875	178.810	180.743	178.689	178.482	180.878	182.557	pinger.slac.stanford.edu	EDU	North_America	gjerrigknarken.no	NO	Europe
EDU.SLAC.STANFORD.N3	NP.MOST.GOV.N1	?r	297.259	303.930	295.613	296.648	296.472	297.672	296.784	296.984	319.195	317.000	314.319	320.647	pinger.slac.stanford.edu	EDU	North_America	www.most.gov.np	NP	South_Asia
EDU.SLAC.STANFORD.N3	NP.NREN.NET.N1	?r	296.162	302.395	294.091	292.231	294.818	295.264	292.002	292.869	319.071	315.828	311.937	315.609	pinger.slac.stanford.edu	EDU	North_America	mon01.nren.net.np	NP	South_Asia
