#Monitoring-Site	Remote-Site	?	Oct2014	Sep2014	Aug2014	Jul2014	Jun2014	May2014	Apr2014	Mar2014	Feb2014	Jan2014	Dec2013	Nov2013	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
BD.DAFFODILVARSITY.EDU.PINGER	AF.MOD.GOV.AF	?B	770.065	764.278	763.650	754.205	.	.	769.784	792.493	783.138	772.765	773.596	785.358	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.mod.gov.af	AF	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	AL.ALBANIAONLINE.NET.N1	?B	215.313	234.935	225.357	226.208	.	.	189.365	203.943	238.672	225.881	218.543	224.115	pinger.daffodilvarsity.edu.bd	BD	South_Asia	aol1.albaniaonline.net	NET	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	AM.HRAPARAK.N1	?B	387.989	393.912	384.102	258.279	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.hraparak.am	AM	Central_Asia
BD.DAFFODILVARSITY.EDU.PINGER	AO.NEXUS.N1	?B	336.808	347.588	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www-05.nexus.ao	AO	Africa
BD.DAFFODILVARSITY.EDU.PINGER	AU.AARNET.ADELAIDE.N1	?B	321.170	335.107	376.461	337.609	.	.	456.498	462.284	448.705	434.432	443.511	427.055	pinger.daffodilvarsity.edu.bd	BD	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	AU.AARNET.BRISBANE.NET	?B	311.571	326.355	369.031	330.424	.	.	452.816	458.145	445.166	440.093	435.431	420.773	pinger.daffodilvarsity.edu.bd	BD	South_Asia	bne-a-ext1.aarnet.net.au	AU	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	AU.AARNET.CANBERRA.NET	?B	301.998	313.450	350.026	311.306	.	.	433.474	455.162	447.101	424.648	436.966	412.609	pinger.daffodilvarsity.edu.bd	BD	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	AU.AARNET.HOBART.N2	?B	335.291	342.242	376.428	337.905	.	.	458.375	464.810	451.344	448.075	453.162	428.064	pinger.daffodilvarsity.edu.bd	BD	South_Asia	hba-a-pm1.aarnet.net.au	AU	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	AU.AARNET.PERTH.NET	?B	347.689	359.763	395.625	356.825	.	.	476.890	485.654	475.225	466.723	465.381	453.007	pinger.daffodilvarsity.edu.bd	BD	South_Asia	per-a-ext1.aarnet.net.au	AU	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	AZ.AZ-IX.NET.N1	?B	262.335	270.325	271.705	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	az-ix.net	NET	Central_Asia
BD.DAFFODILVARSITY.EDU.PINGER	BA.UTIC.NET.N1	?B	230.473	232.136	227.915	224.827	.	.	231.323	228.623	258.279	235.446	261.176	242.861	pinger.daffodilvarsity.edu.bd	BD	South_Asia	linhost2.utic.net.ba	BA	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	BD.DAFFODILVARSITY.EDU.WWW	?B	1.778	1.771	1.754	1.755	.	.	6.223	9.114	3.968	4.294	4.558	6.742	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.daffodilvarsity.edu.bd	BD	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	BF.UNIV-KOUDOUGOU.WWW	?B	1150.622	1193.846	655.907	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.univ-koudougou.bf	BF	Africa
BD.DAFFODILVARSITY.EDU.PINGER	BF.UNIV-OUAGA.N1	?M	485.347	307.971	312.849	335.045	.	.	547.245	527.398	642.362	850.391	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.univ-ouaga.bf	BF	Africa
BD.DAFFODILVARSITY.EDU.PINGER	BI.ASSEMBLEE.WWW	?B	360.106	371.020	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.assemblee.bi	BI	Africa
BD.DAFFODILVARSITY.EDU.PINGER	BJ.GOUV.N1	?B	260.779	268.160	336.131	399.901	.	.	307.045	298.308	342.577	315.991	332.715	339.589	pinger.daffodilvarsity.edu.bd	BD	South_Asia	waib.gouv.bj	BJ	Africa
BD.DAFFODILVARSITY.EDU.PINGER	BO.UMSS.EDU.N1	?M	382.316	415.968	434.754	435.252	.	.	506.169	492.757	455.746	457.872	486.527	472.934	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.umss.edu.bo	BO	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	BR.UNESP.N1	?M	447.276	461.951	477.854	452.775	.	.	489.338	493.397	481.513	453.292	458.524	451.519	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.unesp.br	BR	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	BW.GOV.N1	?B	352.179	379.656	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.gov.bw	BW	Africa
BD.DAFFODILVARSITY.EDU.PINGER	BY.MTEC.N1	?B	250.475	263.512	279.224	289.107	.	.	292.873	294.495	308.324	252.278	259.027	257.215	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.mtec.by	BY	Europe
BD.DAFFODILVARSITY.EDU.PINGER	CA.CARLETON.N1	?B	299.240	337.750	332.744	345.854	.	.	347.132	340.788	363.276	352.377	354.487	342.809	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ftp.physics.carleton.ca	CA	North_America
BD.DAFFODILVARSITY.EDU.PINGER	CA.TRIUMF.N4	?M	285.830	299.178	287.404	287.127	.	.	295.360	313.205	323.827	313.345	316.576	319.262	pinger.daffodilvarsity.edu.bd	BD	South_Asia	sitka.triumf.ca	CA	North_America
BD.DAFFODILVARSITY.EDU.PINGER	CD.AFRINET.N1	?B	386.656	401.846	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.afrinet.cd	CD	Africa
BD.DAFFODILVARSITY.EDU.PINGER	CH.CERN.N1	?B	188.355	195.819	215.072	258.793	.	.	294.231	227.681	336.250	401.761	399.902	348.792	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ping.cern.ch	CH	Europe
BD.DAFFODILVARSITY.EDU.PINGER	CH.EPFL.N1	?B	197.930	204.632	200.801	201.254	.	.	211.767	202.842	231.888	211.901	219.750	219.113	pinger.daffodilvarsity.edu.bd	BD	South_Asia	eltca1.epfl.ch	CH	Europe
BD.DAFFODILVARSITY.EDU.PINGER	CI.NIC.N1	?B	244.551	255.557	271.793	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.nic.ci	CI	Africa
BD.DAFFODILVARSITY.EDU.PINGER	CM.ANOR.WWW	?B	315.818	307.735	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.anor.cm	CM	Africa
BD.DAFFODILVARSITY.EDU.PINGER	CN.IHEP.AC.N2	?B	174.068	178.905	290.431	255.028	.	.	450.642	445.052	313.674	326.423	338.950	354.780	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ihep.ac.cn	CN	East_Asia
BD.DAFFODILVARSITY.EDU.PINGER	CN.USTC.LCG.PS.EDU.N1	?B	388.863	266.651	330.766	241.008	.	.	235.296	.	.	.	.	266.190	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ps.lcg.ustc.edu.cn	CN	East_Asia
BD.DAFFODILVARSITY.EDU.PINGER	CR.CUC.AC.N1	?B	396.983	359.307	366.444	392.793	.	.	400.050	401.019	421.127	433.810	406.593	448.615	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.cuc.ac.cr	CR	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	DZ.UNIV-SBA	?B	302.613	297.393	.	294.127	.	.	277.789	257.325	277.544	268.132	285.223	278.891	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.univ-sba.dz	DZ	Africa
BD.DAFFODILVARSITY.EDU.PINGER	EC.FDE.N1	?B	.	371.310	363.360	354.661	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.fde.ec	EC	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	EDU.BU.N1	?B	284.359	291.790	305.754	319.393	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.bu.edu	EDU	North_America
BD.DAFFODILVARSITY.EDU.PINGER	EDU.SLAC.STANFORD.N3	?M	319.628	328.183	334.954	333.570	.	.	349.256	335.920	317.797	271.828	279.545	271.823	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.slac.stanford.edu	EDU	North_America
BD.DAFFODILVARSITY.EDU.PINGER	EE.UT.N1	?B	240.065	254.059	257.371	252.527	.	.	249.089	247.269	261.360	244.116	258.922	256.004	pinger.daffodilvarsity.edu.bd	BD	South_Asia	kadri.ut.ee	EE	Europe
BD.DAFFODILVARSITY.EDU.PINGER	EG.EUN.N1	?B	232.057	283.010	228.401	222.109	.	.	262.431	241.162	279.119	308.153	348.054	336.281	pinger.daffodilvarsity.edu.bd	BD	South_Asia	frcu.eun.eg	EG	Africa
BD.DAFFODILVARSITY.EDU.PINGER	ER.NACFA.COM.WWW	?B	754.498	757.561	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.nacfa.com.er	ER	Africa
BD.DAFFODILVARSITY.EDU.PINGER	ET.STMARYCOLLEGE.N3	?B	286.932	431.304	1250.582	1391.682	.	.	936.738	1118.856	1445.145	1404.193	1239.068	1413.413	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.stmaryuniversitycollege.edu.et	ET	Africa
BD.DAFFODILVARSITY.EDU.PINGER	GA.TRESOR.N1	?B	330.271	330.799	347.635	344.584	.	.	345.979	340.674	379.550	393.781	403.309	400.159	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.tresor.ga	GA	Africa
BD.DAFFODILVARSITY.EDU.PINGER	GH.CSIR.ORG.N1	?B	398.619	414.467	351.289	393.896	.	.	417.537	350.445	414.973	405.468	362.700	317.611	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.csir.org.gh	GH	Africa
BD.DAFFODILVARSITY.EDU.PINGER	GM.QANET.N1	?B	316.810	367.843	327.977	323.226	.	.	330.432	330.901	332.635	309.534	319.625	337.057	pinger.daffodilvarsity.edu.bd	BD	South_Asia	mail.qanet.gm	GM	Africa
BD.DAFFODILVARSITY.EDU.PINGER	GN.ETI.NET.N1	?B	248.246	271.568	274.435	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.eti.net.gn	GN	Africa
BD.DAFFODILVARSITY.EDU.PINGER	GT.USAC.EDU.N1	?B	329.787	334.961	340.316	332.752	.	.	343.962	360.477	353.313	359.946	364.679	366.696	pinger.daffodilvarsity.edu.bd	BD	South_Asia	fisica.usac.edu.gt	GT	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	HN.EDU.UNITEC.N1	?B	337.109	327.722	350.257	363.648	.	.	356.182	374.484	362.647	383.812	393.488	391.561	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.unitec.edu	EDU	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	HR.CARNET.N2	?B	205.885	213.590	230.452	249.868	.	.	237.268	238.453	248.417	219.066	226.204	228.258	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.carnet.hr	HR	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	HU.KFKI.N1	?B	204.071	217.719	236.944	259.398	.	.	234.907	234.180	243.577	217.627	225.498	223.184	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ping.rmki.kfki.hu	HU	Europe
BD.DAFFODILVARSITY.EDU.PINGER	ID.DNET.NET.N1	?B	133.864	180.779	274.457	252.891	.	.	158.268	176.226	175.768	148.293	294.186	176.977	pinger.daffodilvarsity.edu.bd	BD	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	IL.TAU.AC.N1	?B	263.104	269.832	281.776	306.703	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.tau.ac.il	IL	Middle_East
BD.DAFFODILVARSITY.EDU.PINGER	IR.IRANLG.N1	?B	.	275.997	258.559	263.698	.	.	273.147	236.310	237.852	261.848	359.055	423.341	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.iranlng.ir	IR	Middle_East
BD.DAFFODILVARSITY.EDU.PINGER	IT.ICTP.N1	?M	294.169	312.961	297.578	313.034	.	.	308.229	243.189	341.732	319.554	321.375	286.875	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.ictp.it	IT	Europe
BD.DAFFODILVARSITY.EDU.PINGER	IT.INFN.N6	?B	209.236	201.973	215.436	321.680	.	.	321.215	246.572	252.144	217.934	222.424	225.119	pinger.daffodilvarsity.edu.bd	BD	South_Asia	dsna1.na.infn.it	IT	Europe
BD.DAFFODILVARSITY.EDU.PINGER	IT.INFN.N7	?B	305.072	310.607	290.917	309.265	.	.	306.882	241.090	341.829	311.181	313.014	278.699	pinger.daffodilvarsity.edu.bd	BD	South_Asia	dxcnaf.cnaf.infn.it	IT	Europe
BD.DAFFODILVARSITY.EDU.PINGER	JO.SESAME.ORG.N1	?M	235.857	265.050	266.020	279.127	.	.	370.109	343.057	276.023	475.364	373.906	369.818	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.sesame.org.jo	JO	Middle_East
BD.DAFFODILVARSITY.EDU.PINGER	JP.RIKEN.N3	?M	197.483	199.237	178.999	181.221	.	.	164.132	178.982	175.330	156.310	157.007	165.856	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ping.riken.jp	JP	East_Asia
BD.DAFFODILVARSITY.EDU.PINGER	KE.SWIFTKENYA.COM.N1	?B	355.777	372.535	373.922	367.651	.	.	385.403	365.859	379.956	365.283	372.428	365.097	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ns1.swiftkenya.com	COM	Africa
BD.DAFFODILVARSITY.EDU.PINGER	KH.BELTEI.EDU.N1	?B	146.633	138.209	130.064	122.014	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.beltei.edu.kh	KH	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	KR.KYUNGWON.AC.N1	?B	362.904	342.342	384.895	378.236	.	.	225.510	232.964	166.861	165.964	180.947	229.200	pinger.daffodilvarsity.edu.bd	BD	South_Asia	main.kyungwon.ac.kr	KR	East_Asia
BD.DAFFODILVARSITY.EDU.PINGER	KZ.KAZRENA.N1	?B	291.803	296.104	305.466	310.879	.	.	341.603	325.047	332.016	331.302	335.389	347.972	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.kazrena.kz	KZ	Central_Asia
BD.DAFFODILVARSITY.EDU.PINGER	LB.CUT.EDU.N1	?B	185.711	195.556	221.804	231.186	.	.	217.323	212.991	240.551	243.229	254.560	247.178	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.cut.edu.lb	LB	Middle_East
BD.DAFFODILVARSITY.EDU.PINGER	LK.LEARN.AC.N1	?B	212.263	222.799	249.019	235.737	.	.	284.912	189.614	252.207	222.312	215.981	218.028	pinger.daffodilvarsity.edu.bd	BD	South_Asia	namunu.learn.ac.lk	LK	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	LR.GOV.N1	?B	1011.202	1045.807	1010.784	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.lbr.gov.lr	LR	Africa
BD.DAFFODILVARSITY.EDU.PINGER	LR.LIBTELCO.WWW	?B	.	348.215	336.314	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.libtelco.com.lr	LR	Africa
BD.DAFFODILVARSITY.EDU.PINGER	LS.LESOTHO.GOV.N1	?B	391.334	407.203	410.799	404.069	.	.	418.188	400.724	405.844	397.765	386.164	388.367	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.lesotho.gov.ls	LS	Africa
BD.DAFFODILVARSITY.EDU.PINGER	LT.MII.N1	?B	220.006	229.099	225.089	218.569	.	.	259.792	250.675	261.119	258.000	273.373	276.698	pinger.daffodilvarsity.edu.bd	BD	South_Asia	julius.ktl.mii.lt	LT	Europe
BD.DAFFODILVARSITY.EDU.PINGER	LV.WEB-A-LVDATS.N1	?B	228.593	235.264	236.387	233.783	.	.	235.985	232.958	257.405	243.859	250.339	268.353	pinger.daffodilvarsity.edu.bd	BD	South_Asia	web-a.lvdats.lv	LV	Europe
BD.DAFFODILVARSITY.EDU.PINGER	LY.LTTNET.NET	?B	370.954	279.975	258.783	211.819	.	.	179.557	211.231	207.064	271.418	242.746	220.837	pinger.daffodilvarsity.edu.bd	BD	South_Asia	mail.lttnet.net	NET	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MA.AGPE.N1	?B	201.756	210.171	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.agpe.ma	MA	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MG.FID	?B	404.756	418.100	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.fid.mg	MG	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MK.NET.N1	?B	235.004	239.091	237.161	251.020	.	.	244.954	234.751	263.916	243.405	248.092	247.483	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.mt.net.mk	MK	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	ML.ORG.REFER.N1	?B	276.953	290.701	296.428	293.844	.	.	308.277	302.717	336.205	321.138	323.355	332.772	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.ml.refer.org	ORG	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MN.MAGIC.N1	?B	336.828	346.568	467.649	495.692	.	.	317.171	398.170	339.646	353.402	323.371	336.872	pinger.daffodilvarsity.edu.bd	BD	South_Asia	magic.mn	MN	Central_Asia
BD.DAFFODILVARSITY.EDU.PINGER	MR.AFE.N1	?B	267.383	306.672	396.452	478.365	.	.	545.626	496.058	433.266	397.457	423.616	500.179	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.afe.mr	MR	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MU.UTM.AC.N1	?B	407.764	274.004	280.043	253.438	.	.	278.199	525.529	772.612	1178.734	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.utm.ac.mu	MU	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MW.KCN.UNIMA.N1	?B	366.483	383.702	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.kcn.unima.mw	MW	Africa
BD.DAFFODILVARSITY.EDU.PINGER	MX.UIA.N1	?B	365.456	376.901	354.622	352.500	.	.	344.699	342.139	348.879	328.902	339.504	344.798	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.uia.mx	MX	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	MY.UM.PINGER	?M	144.375	155.785	149.512	140.744	.	.	149.335	259.008	187.775	89.611	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.fsktm.um.edu.my	MY	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	MY.UNIMAS.N4	?M	139.201	155.743	147.089	143.013	.	.	159.160	190.958	143.491	130.915	132.051	136.040	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pinger.unimas.my	MY	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	MZ.UEM.N1	?B	274.228	296.808	266.187	229.458	.	.	283.370	219.850	306.464	374.887	369.395	420.882	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.uem.mz	MZ	Africa
BD.DAFFODILVARSITY.EDU.PINGER	NA.ADSL-ISP.COM.N1	?r	.	.	.	.	.	.	376.418	372.756	409.505	416.218	407.105	389.738	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.adsl.com.na	NA	Africa
BD.DAFFODILVARSITY.EDU.PINGER	NA.AGRINAMIBIA.COM.N1	?B	380.618	388.795	431.823	449.369	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.agrinamibia.com.na	NA	Africa
BD.DAFFODILVARSITY.EDU.PINGER	NE.STA.N1	?B	265.662	299.105	312.183	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.sta.ne	NE	Africa
BD.DAFFODILVARSITY.EDU.PINGER	NG.UNILAG.EDU.N1	?B	245.229	261.411	272.960	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.unilag.edu.ng	NG	Africa
BD.DAFFODILVARSITY.EDU.PINGER	NL.NIKHEF.N1	?B	191.531	197.726	193.546	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.nikhef.nl	NL	Europe
BD.DAFFODILVARSITY.EDU.PINGER	NP.NREN.NET.N2	?B	126.157	134.788	134.753	128.560	.	.	256.502	259.804	325.584	316.007	304.182	333.295	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.nren.net.np	NP	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	NZ.AIC.AC.N1	?B	419.583	416.229	444.868	465.244	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.aic.ac.nz	NZ	Oceania
BD.DAFFODILVARSITY.EDU.PINGER	PA.EDU.INSTITUTOKILPATRICK.N1	?B	415.185	418.146	398.169	408.674	.	.	403.968	421.575	438.286	426.080	405.277	397.610	pinger.daffodilvarsity.edu.bd	BD	South_Asia	institutokilpatrick.edu.pa	PA	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	PH.USEP.EDU.N1	?B	283.918	266.317	203.573	313.276	.	.	326.855	361.750	299.197	189.528	203.617	238.949	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.usep.edu.ph	PH	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	PK.PERNMTNPOP.EDU.N2	?M	395.197	359.062	349.743	388.909	.	.	173.020	254.571	259.528	208.654	185.674	193.879	pinger.daffodilvarsity.edu.bd	BD	South_Asia	pingermtn.pern.edu.pk	PK	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	PK.SEECS.EDU.N2	?M	453.830	272.463	314.495	334.497	.	.	.	440.025	382.642	200.346	234.159	241.493	pinger.daffodilvarsity.edu.bd	BD	South_Asia	monitor.seecs.edu.pk	PK	South_Asia
BD.DAFFODILVARSITY.EDU.PINGER	PY.WWW.UNA.N1	?B	431.110	430.876	432.916	436.736	.	.	448.321	461.669	463.550	460.185	455.769	458.746	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.una.py	PY	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	RS.BG.AC.N1	?B	212.308	219.043	233.857	236.082	.	.	240.789	239.983	251.310	223.642	232.016	229.740	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ns.rcub.bg.ac.rs	RS	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	RU.ITEP.N1	?B	252.387	265.579	263.156	262.520	.	.	248.460	255.490	266.728	255.898	261.431	267.185	pinger.daffodilvarsity.edu.bd	BD	South_Asia	mctest.itep.ru	RU	Russia
BD.DAFFODILVARSITY.EDU.PINGER	RU.NSK.N1	?M	294.905	308.338	308.345	305.000	.	.	292.420	297.515	314.209	300.152	305.001	319.725	pinger.daffodilvarsity.edu.bd	BD	South_Asia	rainbow.inp.nsk.su	SU	Russia
BD.DAFFODILVARSITY.EDU.PINGER	SD.SUVL.ESU.WWW	?B	214.717	218.276	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.suvl.edu.sd	SD	Africa
BD.DAFFODILVARSITY.EDU.PINGER	SE.IT.SU.WWW	?B	317.523	337.310	311.976	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.it.su.se	SE	Europe
BD.DAFFODILVARSITY.EDU.PINGER	SG.SINGAREN.NET.N1	?B	339.256	343.751	367.613	355.832	.	.	152.870	249.373	151.933	130.684	146.411	214.442	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.singaren.net.sg	SG	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	SI.UNI-MB.N1	?B	206.873	213.275	217.920	226.944	.	.	235.751	235.362	248.125	218.156	226.311	225.074	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.uni-mb.si	SI	Balkans
BD.DAFFODILVARSITY.EDU.PINGER	SK.SANET.N1	?B	229.229	255.528	270.516	246.620	.	.	285.347	272.855	257.916	227.507	238.202	247.420	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ba.sanet.sk	SK	Europe
BD.DAFFODILVARSITY.EDU.PINGER	SL.SIERRATEL	?B	370.892	385.819	384.381	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.sierratel.sl	SL	Africa
BD.DAFFODILVARSITY.EDU.PINGER	SN.COLLEGE.EDU.N1	?r	.	.	.	.	.	.	.	.	.	.	.	272.010	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.college.edu.sn	SN	Africa
BD.DAFFODILVARSITY.EDU.PINGER	SN.ESMT	?B	235.098	246.490	279.490	360.133	.	.	378.088	362.305	375.712	293.156	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.esmt.sn	SN	Africa
BD.DAFFODILVARSITY.EDU.PINGER	SO.EASTAFRICAUNIVERSITY.N1	?B	110.053	217.122	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.eastafricauniversity.net	NET	Africa
BD.DAFFODILVARSITY.EDU.PINGER	SV.RED.N1	?B	328.556	340.247	342.607	345.359	.	.	355.626	366.734	366.578	383.749	380.284	381.383	pinger.daffodilvarsity.edu.bd	BD	South_Asia	cir.red.sv	SV	Latin_America
BD.DAFFODILVARSITY.EDU.PINGER	SZ.ACAT.ORG.N1	?B	293.638	323.038	.	.	.	.	.	.	.	.	.	.	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.acat.org.sz	SZ	Africa
BD.DAFFODILVARSITY.EDU.PINGER	TG.REFER.ORG.N1	?B	261.266	273.933	281.979	333.842	.	.	305.118	435.513	514.977	497.642	491.980	695.379	pinger.daffodilvarsity.edu.bd	BD	South_Asia	tg.refer.org	ORG	Africa
BD.DAFFODILVARSITY.EDU.PINGER	TH.KMUTT.AC.N2	?B	138.790	150.580	191.071	169.491	.	.	174.069	169.273	178.779	224.622	279.215	275.199	pinger.daffodilvarsity.edu.bd	BD	South_Asia	ongkot.kmutt.ac.th	TH	S.E._Asia
BD.DAFFODILVARSITY.EDU.PINGER	TN.GNET.N1	?B	185.942	191.746	175.565	183.069	.	.	185.067	182.735	210.091	208.081	236.121	220.011	pinger.daffodilvarsity.edu.bd	BD	South_Asia	mail.gnet.tn	TN	Africa
BD.DAFFODILVARSITY.EDU.PINGER	TR.ANADOLU.EDU.N1	?B	256.367	240.870	236.245	242.640	.	.	280.501	282.839	289.340	269.806	266.924	262.382	pinger.daffodilvarsity.edu.bd	BD	South_Asia	www.anadolu.edu.tr	TR	Middle_East
